AuthorKey,FullNames,Num_SBU_Papers_since2023,Num_Letters,Num_PeerReviewed,Num_Preprints,DOIs
fan_w,"Fan, W.",16,2,10,4,; 10.1103/6pmd-6dwr; 10.1103/6vqj-wdfr; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.044907; 10.1103/PhysRevC.109.044912; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevD.107.052012; 10.1103/PhysRevD.107.112004; 10.1103/PhysRevD.108.072016; 10.1103/PhysRevLett.130.251901; 10.1103/PhysRevLett.134.022302; 10.1103/hpm9-qfp6; 10.1103/ptpm-jtt8
feege_n,"Feege, N.",15,2,9,4,; 10.1103/6pmd-6dwr; 10.1103/6vqj-wdfr; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.109.044907; 10.1103/PhysRevC.109.044912; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevD.107.052012; 10.1103/PhysRevD.107.112004; 10.1103/PhysRevD.108.072016; 10.1103/PhysRevLett.130.251901; 10.1103/PhysRevLett.134.022302; 10.1103/hpm9-qfp6; 10.1103/ptpm-jtt8
ge_h,"Ge, H.",15,2,9,4,; 10.1103/6pmd-6dwr; 10.1103/6vqj-wdfr; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.109.044907; 10.1103/PhysRevC.109.044912; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevD.107.052012; 10.1103/PhysRevD.107.112004; 10.1103/PhysRevD.108.072016; 10.1103/PhysRevLett.130.251901; 10.1103/PhysRevLett.134.022302; 10.1103/hpm9-qfp6; 10.1103/ptpm-jtt8
yalcin_s,"Yalcin, S.",14,1,9,4,; 10.1103/6pmd-6dwr; 10.1103/6vqj-wdfr; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.109.044907; 10.1103/PhysRevC.109.044912; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevD.107.052012; 10.1103/PhysRevD.107.112004; 10.1103/PhysRevD.108.072016; 10.1103/PhysRevLett.130.251901; 10.1103/hpm9-qfp6; 10.1103/ptpm-jtt8
ajitanand_n,"Ajitanand, N.N.",13,1,9,3,; 10.1103/6pmd-6dwr; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.044907; 10.1103/PhysRevC.109.044912; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevC.110.064909; 10.1103/PhysRevLett.130.251901; 10.1103/hpm9-qfp6; 10.1103/ptpm-jtt8
apadula_n,"Apadula, N.",13,1,9,3,; 10.1103/6pmd-6dwr; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.044907; 10.1103/PhysRevC.109.044912; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevC.110.064909; 10.1103/PhysRevLett.130.251901; 10.1103/hpm9-qfp6; 10.1103/ptpm-jtt8
bannier_b,"Bannier, B.",13,1,9,3,; 10.1103/6pmd-6dwr; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.044907; 10.1103/PhysRevC.109.044912; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevC.110.064909; 10.1103/PhysRevLett.130.251901; 10.1103/hpm9-qfp6; 10.1103/ptpm-jtt8
canoa_r,"Canoa Roman, V.",13,2,9,2,10.1103/6pmd-6dwr; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.044907; 10.1103/PhysRevC.109.044912; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevD.107.052012; 10.1103/PhysRevD.107.112004; 10.1103/PhysRevD.108.072016; 10.1103/PhysRevLett.130.251901; 10.1103/PhysRevLett.134.022302; 10.1103/ptpm-jtt8
mwai_a,"Mwai, A.",13,1,9,3,; 10.1103/6pmd-6dwr; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.044907; 10.1103/PhysRevC.109.044912; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevC.110.064909; 10.1103/PhysRevLett.130.251901; 10.1103/hpm9-qfp6; 10.1103/ptpm-jtt8
manion_a,"Manion, A.",13,1,9,3,; 10.1103/6pmd-6dwr; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.044907; 10.1103/PhysRevC.109.044912; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevC.110.064909; 10.1103/PhysRevLett.130.251901; 10.1103/hpm9-qfp6; 10.1103/ptpm-jtt8
petti_r,"Petti, R.",13,1,9,3,; 10.1103/6pmd-6dwr; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.044907; 10.1103/PhysRevC.109.044912; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevC.110.064909; 10.1103/PhysRevLett.130.251901; 10.1103/hpm9-qfp6; 10.1103/ptpm-jtt8
mondal_m,"Mondal, M.M.",12,3,9,0,10.1016/j.physletb.2023.138101; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.044907; 10.1103/PhysRevC.109.044912; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevD.107.052012; 10.1103/PhysRevD.107.112004; 10.1103/PhysRevD.108.072016; 10.1103/PhysRevLett.130.251901; 10.1103/PhysRevLett.134.022302
sahlmueller_b,"Sahlmueller, B.",12,0,9,3,; 10.1103/6pmd-6dwr; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.044907; 10.1103/PhysRevC.109.044912; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevC.110.064909; 10.1103/hpm9-qfp6; 10.1103/ptpm-jtt8
giles_m,"Giles, M.",12,2,10,0,; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.044907; 10.1103/PhysRevC.109.044912; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevD.107.052012; 10.1103/PhysRevD.107.112004; 10.1103/PhysRevD.108.072016; 10.1103/PhysRevLett.130.251901; 10.1103/PhysRevLett.134.022302
ramasubramanian_n,"Ramasubramanian, N., Ramasubramanian, N.V.",12,2,10,0,; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.044907; 10.1103/PhysRevC.109.044912; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevD.107.052012; 10.1103/PhysRevD.107.112004; 10.1103/PhysRevD.108.072016; 10.1103/PhysRevLett.130.251901; 10.1103/PhysRevLett.134.022302
kingan_a,"Kingan, A.",11,2,9,0,10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.044907; 10.1103/PhysRevC.109.044912; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevD.107.052012; 10.1103/PhysRevD.107.112004; 10.1103/PhysRevD.108.072016; 10.1103/PhysRevLett.130.251901; 10.1103/PhysRevLett.134.022302
leung_y,"Leung, Y.H.",11,1,6,4,; 10.1103/6pmd-6dwr; 10.1103/6vqj-wdfr; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevD.107.052012; 10.1103/PhysRevD.107.112004; 10.1103/PhysRevD.108.072016; 10.1103/PhysRevLett.134.022302; 10.1103/hpm9-qfp6; 10.1103/ptpm-jtt8
karthas_s,"Karthas, S.",11,1,6,4,; 10.1103/6pmd-6dwr; 10.1103/6vqj-wdfr; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevD.107.052012; 10.1103/PhysRevD.107.112004; 10.1103/PhysRevD.108.072016; 10.1103/PhysRevLett.134.022302; 10.1103/hpm9-qfp6; 10.1103/ptpm-jtt8
chen_d,"Chen, D.",10,0,5,5,; 10.1007/JHEP08(2025)075; 10.1103/6pmd-6dwr; 10.1103/6vqj-wdfr; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevC.110.064909; 10.1103/h8d5-swg6; 10.1103/hpm9-qfp6; 10.1103/ptpm-jtt8
sun_z,"Sun, Z.",9,1,4,4,; 10.1103/6pmd-6dwr; 10.1103/6vqj-wdfr; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevC.110.064909; 10.1103/PhysRevLett.134.022302; 10.1103/hpm9-qfp6; 10.1103/ptpm-jtt8
guo_t,"Guo, T.",9,0,5,4,; 10.1103/6pmd-6dwr; 10.1103/6vqj-wdfr; 10.1103/PhysRevC.109.044912; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevC.110.064909; 10.1103/hpm9-qfp6; 10.1103/ptpm-jtt8
kurgyis_b,"Kurgyis, B.",9,1,8,0,10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.044907; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevD.107.052012; 10.1103/PhysRevD.107.112004; 10.1103/PhysRevD.108.072016; 10.1103/PhysRevLett.134.022302
mitrankova_m,"Mitrankova, M.",9,1,4,4,; 10.1103/6pmd-6dwr; 10.1103/6vqj-wdfr; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevC.110.064909; 10.1103/PhysRevLett.134.022302; 10.1103/hpm9-qfp6; 10.1103/ptpm-jtt8
mitrankov_i,"Mitrankov, Iu.",9,1,4,4,; 10.1103/6pmd-6dwr; 10.1103/6vqj-wdfr; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevC.110.064909; 10.1103/PhysRevLett.134.022302; 10.1103/hpm9-qfp6; 10.1103/ptpm-jtt8
cronin_n,"Cronin, N.",9,0,7,2,; 10.1103/6vqj-wdfr; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevD.107.052012; 10.1103/PhysRevD.107.112004; 10.1103/PhysRevD.108.072016; 10.1103/hpm9-qfp6
cervantes_r,"Cervantes, R.",8,0,6,2,; 10.1103/6vqj-wdfr; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevD.107.052012; 10.1103/PhysRevD.107.112004; 10.1103/PhysRevD.108.072016; 10.1103/hpm9-qfp6
dixit_d,"Dixit, D.",8,0,6,2,; 10.1103/6vqj-wdfr; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevD.107.052012; 10.1103/PhysRevD.107.112004; 10.1103/PhysRevD.108.072016; 10.1103/hpm9-qfp6
kamin_j,"Kamin, J.",7,0,6,1,; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevC.110.064909; 10.1103/hpm9-qfp6
alexander_j,"Alexander, J.",7,0,6,1,; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevC.110.064909; 10.1103/hpm9-qfp6
atomssa_e,"Atomssa, E.T.",7,1,5,1,; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.064909; 10.1103/PhysRevLett.130.251901; 10.1103/hpm9-qfp6
klest_h,"Klest, H.T.",6,1,4,1,10.1007/JHEP08(2025)075; 10.1016/j.physletb.2023.138101; 10.1103/h8d5-swg6; 10.1140/epjc/s10052-024-12987-0; 10.1140/epjc/s10052-024-13003-1; 10.1140/epjc/s10052-024-13115-8
gong_x,"Gong, X.",6,0,5,1,; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.064909; 10.1103/hpm9-qfp6
lewis_b,"Lewis, B.",6,0,5,1,; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.064909; 10.1103/hpm9-qfp6
mohapatra_s,"Mohapatra, S.",6,0,5,1,; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevC.110.064909; 10.1103/hpm9-qfp6
schmookler_b,"Schmookler, B.A.",5,1,4,0,; 10.1016/j.physletb.2023.138101; 10.1140/epjc/s10052-024-12987-0; 10.1140/epjc/s10052-024-13003-1; 10.1140/epjc/s10052-024-13115-8
sun_c,"Sun, C.",5,1,4,0,; 10.1016/j.physletb.2023.138101; 10.1140/epjc/s10052-024-12987-0; 10.1140/epjc/s10052-024-13003-1; 10.1140/epjc/s10052-024-13115-8
shulga_e,"Shulga, E., Shulga, Evgeny",5,0,3,1,; 10.1007/JHEP08(2025)075; 10.1016/j.nima.2024.170171; 10.1088/1748-0221/18/06/C06024; 10.1103/h8d5-swg6
gu_y,"Gu, Y.",5,1,3,1,; 10.1103/PhysRevC.107.014907; 10.1103/PhysRevC.109.054910; 10.1103/PhysRevLett.130.251901; 10.1103/hpm9-qfp6
tustin_g,"Tustin, G.",5,1,4,0,; 10.1016/j.physletb.2023.138101; 10.1140/epjc/s10052-024-12987-0; 10.1140/epjc/s10052-024-13003-1; 10.1140/epjc/s10052-024-13115-8
citron_z,"Citron, Z.",4,0,4,0,; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevC.110.064909
mihalik_d,"Mihalik, D.E.",4,1,1,2,10.1103/6pmd-6dwr; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevLett.134.022302; 10.1103/ptpm-jtt8
durham_j,"Durham, J.M.",4,0,4,0,; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevC.110.064909
themann_h,"Themann, H.",4,0,4,0,; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevC.110.064909
chen_c,"Chen, C.-H.",4,0,4,0,; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevC.110.064909
jorjadze_v,"Jorjadze, V.",4,1,1,2,10.1103/6pmd-6dwr; 10.1103/PhysRevC.107.024907; 10.1103/PhysRevLett.134.022302; 10.1103/ptpm-jtt8
campbell_s,"Campbell, S.",4,0,4,0,; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.110.044901; 10.1103/PhysRevC.110.064909
taneja_s,"Taneja, S.",3,0,3,0,; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.110.064909
castera_p,"Castera, P.",3,0,3,0,; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.110.064909
proissl_m,"Proissl, M.",3,0,3,0,; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.110.064909
zakharov_v,"Zakharov, V.",3,0,1,1,10.1007/JHEP08(2025)075; 10.1088/1748-0221/18/06/C06024; 10.1103/h8d5-swg6
wei_r,"Wei, R.",3,0,3,0,; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.110.064909
kaneti_s,"Kaneti, S.",3,0,3,0,; 10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.110.064909
pantuev_v,"Pantuev, V.",2,0,2,0,; 10.1103/PhysRevC.110.044901
nguyen_m,"Nguyen, M.",2,0,2,0,; 10.1103/PhysRevC.110.044901
means_n,"Means, N.",2,0,2,0,; 10.1103/PhysRevC.110.044901
mccumber_m,"McCumber, M.",2,0,2,0,; 10.1103/PhysRevC.110.044901
bennett_r,"Bennett, R.",2,0,2,0,; 10.1103/PhysRevC.110.044901
bernauer_j,"Bernauer, J.C.",2,0,1,1,10.1007/JHEP08(2025)075; 10.1103/h8d5-swg6
connors_m,"Connors, M.",2,0,2,0,10.1103/PhysRevC.107.024914; 10.1103/PhysRevC.110.064909
legnosky_l,"Legnosky, L.",2,0,1,1,10.1007/JHEP08(2025)075; 10.1103/h8d5-swg6
nam_c,"Naïm, C.-J.",2,0,1,1,10.1007/JHEP08(2025)075; 10.1103/h8d5-swg6
cline_e,"Cline, E.W.",2,0,1,1,10.1007/JHEP08(2025)075; 10.1103/h8d5-swg6
finnelli_k,"Finnelli, K.",2,0,1,1,10.1007/JHEP08(2025)075; 10.1103/h8d5-swg6
howell_s,"Howell, S.",2,0,1,1,10.1007/JHEP08(2025)075; 10.1103/h8d5-swg6
chaitanya_p,"Chaitanya, P.",1,0,1,0,
fedkevych_o,"Fedkevych, Oleh",1,0,1,0,
yang_z,"Yang, Zhuoheng",1,0,1,0,
teaney_d,"Teaney, D.",1,0,1,0,
kharzeev_d,"Kharzeev, D.E.",1,0,1,0,
jia_j,"Jia, J.",1,0,1,0,
toia_a,"Toia, A.",1,0,1,0,10.1103/PhysRevC.110.044901
issah_m,"Issah, M.",1,0,1,0,10.1103/PhysRevC.110.044901
driebeek_j,"Driebeek, Julian",1,0,1,0,10.1016/j.nima.2024.170171
holzmann_w,"Holzmann, W.",1,0,1,0,10.1103/PhysRevC.110.044901
gong_h,"Gong, H.",1,0,1,0,10.1103/PhysRevC.110.044901
frantz_j,"Frantz, J.E.",1,0,1,0,10.1103/PhysRevC.110.044901
dahms_t,"Dahms, T.",1,0,1,0,10.1103/PhysRevC.110.044901
chung_p,"Chung, P.",1,0,1,0,10.1103/PhysRevC.110.044901
boyle_k,"Boyle, K.",1,0,1,0,10.1103/PhysRevC.110.044901
averbeck_r,"Averbeck, R.",1,0,1,0,10.1103/PhysRevC.110.044901
yin_z,"Yin, Z.",1,0,1,0,10.1103/PhysRevC.109.044912
datta_j,"Datta, J.",1,0,1,0,10.1016/j.nima.2024.170127
savastio_m,"Savastio, M.",1,0,1,0,
